Transaction_ID,Date,Store_Name,City,Customer_Name,Gender,Segment,Product_Name,Category,Size,Quantity,Unit_Price,Employee_Name,Position
TRX-20240425-01366,2024-04-25,Pramice Sunset Road,Badung,Dewi Lestari 47,Female,Student,Matcha Green Tea Scoop,Scoop,Regular,1,22000,Bayu Pratama,Store Supervisor
TRX-20240425-01367,2024-04-25,Pramice South Hills,Jakarta Selatan,Fajar Nugroho 13,,Student,Mango Tango Milkshake,Milkshake,Large,1,35000,Siska Dewi,Cashier
TRX-20240425-01368,2024-04-25,Pramice Sunset Road,Badung,Joko Widodo 60,Male,Member,Cookies & Cream Cone,Cone,Large,2,20000,Siska Dewi,Cashier
TRX-20240425-01369,2024-04-25,Pramice South Hills,Jakarta Selatan,Budi Santoso 72,Female,Member,Vanilla Velvet Cone,Cone,Regular,3,15000,Nadia Fitri,Barista
TRX-20240425-01370,2024-04-25,Pramice Central Mall,Jakarta Pusat,Joko Widodo 73,Male,Student,Cookies & Cream Cone,Cone,Large,2,20000,Bayu Pratama,Store Supervisor
TRX-20240425-01371,2024-04-25,Pramice South Hills,Jakarta Selatan,Anisa Putri 85,Female,Student,Matcha Green Tea Scoop,Scoop,Regular,2,22000,Siska Dewi,Cashier
TRX-20240425-01372,2024-04-25,Pramice Braga Street,Bandung,Maya Sari 1,Male,Student,Double Choco Fudge,Scoop,Large,2,25000,Bayu Pratama,Store Supervisor
TRX-20240426-01373,2024-04-26,Pramice Central Mall,Jakarta Pusat,Ahmad Fauzi 94,Male,Regular,Mango Tango Milkshake,Milkshake,Large,4,35000,Nadia Fitri,Barista
TRX-20240426-01374,2024-04-26,Pramice South Hills,Jakarta Selatan,Siti Rahma 94,Female,Regular,Vanilla Velvet Cone,Cone,Regular,1,15000,Nadia Fitri,Barista
TRX-20240426-01375,2024-04-26,Pramice Braga Street,Bandung,Anisa Putri 90,Male,Member,Matcha Green Tea Scoop,Scoop,Regular,1,22000,Nadia Fitri,Barista
TRX-20240426-01376,2024-04-26,Pramice Braga Street,Bandung,Ahmad Fauzi 12,Female,Member,Strawberry Breeze Sundae,Sundae,Medium,1,30000,Nadia Fitri,Barista
TRX-20240426-01377,2024-04-26,Pramice Central Mall,Jakarta Pusat,Siti Rahma 97,Female,Regular,Strawberry Breeze Sundae,Sundae,Medium,3,30000,Nadia Fitri,Barista
TRX-20240426-01378,2024-04-26,Pramice Sunset Road,Badung,Fajar Nugroho 1,Male,Regular,Vanilla Velvet Cone,Cone,Regular,1,15000,Siska Dewi,Cashier
TRX-20240426-01379,2024-04-26,Pramice Sunset Road,Badung,Maya Sari 25,Female,Regular,Vanilla Velvet Cone,Cone,Regular,2,15000,Siska Dewi,Cashier
TRX-20240426-01380,2024-04-26,Pramice South Hills,Jakarta Selatan,Ahmad Fauzi 74,Female,Student,Mango Tango Milkshake,Milkshake,Large,3,35000,Bayu Pratama,Store Supervisor
TRX-20240426-01381,2024-04-26,Pramice Braga Street,Bandung,Siti Rahma 69,Female,Member,Vanilla Velvet Cone,Cone,Regular,1,15000,Rian Hidayat,Cashier
TRX-20240427-01382,2024-04-27,Pramice Central Mall,Jakarta Pusat,Ahmad Fauzi 78,Female,Member,Matcha Green Tea Scoop,Scoop,Regular,3,22000,Siska Dewi,Cashier
TRX-20240427-01383,2024-04-27,Pramice Braga Street,Bandung,Dewi Lestari 44,Female,Regular,Vanilla Velvet Cone,Cone,Regular,1,15000,Rian Hidayat,Cashier
TRX-20240427-01384,2024-04-27,Pramice Braga Street,Bandung,Anisa Putri 8,Male,Student,Vanilla Velvet Cone,Cone,Regular,1,15000,Bayu Pratama,Store Supervisor
TRX-20240427-01385,2024-04-27,Pramice Braga Street,Bandung,Rina Melati 37,Male,Member,Mango Tango Milkshake,Milkshake,Large,2,35000,Siska Dewi,Cashier
TRX-20240427-01386,2024-04-27,Pramice Braga Street,Bandung,Anisa Putri 11,Male,Member,Matcha Green Tea Scoop,Scoop,Regular,1,22000,Nadia Fitri,Barista
TRX-20240427-01387,2024-04-27,Pramice Sunset Road,Badung,Budi Santoso 99,Male,Regular,Matcha Green Tea Scoop,Scoop,Regular,3,22000,Bayu Pratama,Store Supervisor
TRX-20240427-01388,2024-04-27,Pramice South Hills,Jakarta Selatan,Budi Santoso 95,Male,Regular,Cookies & Cream Cone,Cone,Large,4,20000,Bayu Pratama,Store Supervisor
TRX-20240427-01389,2024-04-27,Pramice Central Mall,Jakarta Pusat,Fajar Nugroho 95,Male,Student,Cookies & Cream Cone,Cone,Large,1,20000,Nadia Fitri,Barista
TRX-20240427-01390,2024-04-27,Pramice Central Mall,Jakarta Pusat,Rina Melati 29,Male,Student,Matcha Green Tea Scoop,Scoop,Regular,1,22000,Siska Dewi,Cashier
TRX-20240427-01391,2024-04-27,Pramice Central Mall,Jakarta Pusat,Siti Rahma 27,Female,Regular,Vanilla Velvet Cone,Cone,Regular,3,15000,Nadia Fitri,Barista
TRX-20240428-01392,2024-04-28,Pramice South Hills,Jakarta Selatan,Eko Prasetyo 48,Male,Regular,Matcha Green Tea Scoop,Scoop,Regular,1,22000,Siska Dewi,Cashier
TRX-20240428-01393,2024-04-28,Pramice Braga Street,Bandung,Joko Widodo 27,Female,Student,Cookies & Cream Cone,Cone,Large,1,20000,Bayu Pratama,Store Supervisor
TRX-20240428-01394,2024-04-28,Pramice South Hills,Jakarta Selatan,Budi Santoso 77,Female,Regular,Matcha Green Tea Scoop,Scoop,Regular,2,22000,Bayu Pratama,Store Supervisor
TRX-20240428-01395,2024-04-28,Pramice South Hills,Jakarta Selatan,Ahmad Fauzi 15,Female,Regular,Vanilla Velvet Cone,Cone,Regular,1,15000,Rian Hidayat,Cashier
TRX-20240428-01396,2024-04-28,Pramice Sunset Road,Badung,Fajar Nugroho 37,Female,Member,Cookies & Cream Cone,Cone,Large,3,20000,Nadia Fitri,Barista
TRX-20240428-01397,2024-04-28,Pramice Braga Street  ,Bandung,Anisa Putri 72,Male,Regular,Double Choco Fudge,Scoop,Large,2,25000,Rian Hidayat,Cashier
TRX-20240428-01398,2024-04-28,Pramice Central Mall,Jakarta Pusat,Ahmad Fauzi 50,Male,Student,Double Choco Fudge,Scoop,Large,3,25000,Rian Hidayat,Cashier
TRX-20240428-01399,2024-04-28,Pramice Braga Street,Bandung,Maya Sari 57,Male,Student,Cookies & Cream Cone,Cone,Large,3,20000,Siska Dewi,Cashier
TRX-20240428-01400,2024-04-28,Pramice South Hills,Jakarta Selatan,Maya Sari 6,Male,Regular,Cookies & Cream Cone,Cone,Large,1,20000,Bayu Pratama,Store Supervisor
TRX-20240428-01401,2024-04-28,Pramice Sunset Road,Badung,Budi Santoso 83,Female,Member,Matcha Green Tea Scoop,Scoop,Regular,1,22000,Siska Dewi,Cashier
TRX-20240428-01402,2024-04-28,Pramice South Hills,Jakarta Selatan,Anisa Putri 43,Male,Member,Cookies & Cream Cone,Cone,Large,1,20000,Siska Dewi,Cashier
TRX-20240428-01403,2024-04-28,Pramice South Hills  ,Jakarta Selatan,Siti Rahma 8,Male,Member,Double Choco Fudge,Scoop,Large,2,25000,Bayu Pratama,Store Supervisor
TRX-20240428-01404,2024-04-28,Pramice Sunset Road,Badung,Siti Rahma 19,Male,Regular,Strawberry Breeze Sundae,Sundae,Medium,1,30000,Rian Hidayat,Cashier
TRX-20240429-01405,2024-04-29,Pramice South Hills,Jakarta Selatan,Fajar Nugroho 73,Male,Regular,Cookies & Cream Cone,Cone,Large,2,20000,Rian Hidayat,Cashier
TRX-20240429-01406,2024-04-29,Pramice Braga Street,Bandung,Dewi Lestari 58,Female,Student,Strawberry Breeze Sundae,Sundae,Medium,1,30000,Nadia Fitri,Barista
TRX-20240429-01407,2024-04-29,Pramice Braga Street,Bandung,Rina Melati 69,Male,Regular,Double Choco Fudge,Scoop,Large,1,25000,Nadia Fitri,Barista
TRX-20240429-01408,2024-04-29,Pramice Braga Street,Bandung,Budi Santoso 48,Female,Member,Strawberry Breeze Sundae,Sundae,Medium,1,30000,Siska Dewi,Cashier
TRX-20240429-01409,2024-04-29,Pramice South Hills,Jakarta Selatan,Rina Melati 81,Male,Member,Matcha Green Tea Scoop,Scoop,Regular,1,22000,Siska Dewi,Cashier
TRX-20240429-01410,2024-04-29,Pramice Braga Street,Bandung,Rina Melati 47,Female,Student,Matcha Green Tea Scoop,Scoop,Regular,1,22000,Nadia Fitri,Barista
TRX-20240429-01411,2024-04-29,Pramice South Hills,Jakarta Selatan,Dewi Lestari 73,Female,Member,Cookies & Cream Cone,Cone,Large,2,20000,Siska Dewi,Cashier
TRX-20240429-01412,2024-04-29,Pramice Sunset Road,Badung,Anisa Putri 19,Male,Student,Double Choco Fudge,Scoop,Large,2,25000,Nadia Fitri,Barista
TRX-20240429-01413,2024-04-29,Pramice Braga Street,Bandung,Rina Melati 28,,Student,Vanilla Velvet Cone,Cone,Regular,1,15000,Siska Dewi,Cashier
TRX-20240430-01414,2024-04-30,Pramice Central Mall,Jakarta Pusat,Maya Sari 50,Male,Member,Cookies & Cream Cone,Cone,Large,4,20000,Siska Dewi,Cashier
TRX-20240430-01415,2024-04-30,Pramice Braga Street,Bandung,Eko Prasetyo 20,Female,Member,Mango Tango Milkshake,Milkshake,Large,1,35000,Siska Dewi,Cashier
TRX-20240430-01416,2024-04-30,Pramice Braga Street,Bandung,Siti Rahma 87,Male,Regular,Strawberry Breeze Sundae,Sundae,Medium,1,30000,Rian Hidayat,Cashier
TRX-20240430-01417,2024-04-30,Pramice Sunset Road,Badung,Dewi Lestari 46,Male,Regular,Vanilla Velvet Cone,Cone,Regular,1,15000,Bayu Pratama,Store Supervisor
TRX-20240430-01418,2024-04-30,Pramice Sunset Road,Badung,Rina Melati 61,Male,Member,Mango Tango Milkshake,Milkshake,Large,1,35000,Nadia Fitri,Barista
TRX-20240430-01419,2024-04-30,Pramice South Hills,Jakarta Selatan,Fajar Nugroho 16,Female,Regular,Double Choco Fudge,Scoop,Large,2,25000,Nadia Fitri,Barista
TRX-20240430-01420,2024-04-30,Pramice Sunset Road,Badung,Ahmad Fauzi 15,Female,Regular,Cookies & Cream Cone,Cone,Large,2,20000,Siska Dewi,Cashier
TRX-20240430-01421,2024-04-30,Pramice Braga Street,Bandung,Budi Santoso 99,Female,Member,Matcha Green Tea Scoop,Scoop,Regular,2,22000,Siska Dewi,Cashier
TRX-20240430-01422,2024-04-30,Pramice Braga Street,Bandung,Siti Rahma 44,Female,Regular,Cookies & Cream Cone,Cone,Large,1,20000,Bayu Pratama,Store Supervisor
TRX-20240430-01423,2024-04-30,Pramice South Hills,Jakarta Selatan,Rina Melati 82,Female,Student,Vanilla Velvet Cone,Cone,Regular,2,15000,Siska Dewi,Cashier
TRX-20240430-01424,2024-04-30,Pramice Braga Street,Bandung,Rina Melati 22,Female,Regular,Vanilla Velvet Cone,Cone,Regular,2,15000,Nadia Fitri,Barista
TRX-20240430-01425,2024-04-30,Pramice Central Mall,Jakarta Pusat,Budi Santoso 22,Male,Student,Matcha Green Tea Scoop,Scoop,Regular,1,22000,Bayu Pratama,Store Supervisor
TRX-20240430-01426,2024-04-30,Pramice Central Mall,Jakarta Pusat,Siti Rahma 85,Female,Student,Strawberry Breeze Sundae,Sundae,Medium,1,30000,Nadia Fitri,Barista
TRX-20240430-01427,2024-04-30,Pramice Central Mall  ,Jakarta Pusat,Eko Prasetyo 39,Male,Member,Cookies & Cream Cone,Cone,Large,1,20000,Rian Hidayat,Cashier
TRX-20240430-01428,2024-04-30,Pramice Braga Street,Bandung,Eko Prasetyo 66,Female,Student,Strawberry Breeze Sundae,Sundae,Medium,1,30000,Bayu Pratama,Store Supervisor
TRX-20240501-01429,2024-05-01,Pramice Braga Street,Bandung,Anisa Putri 11,Male,Student,Strawberry Breeze Sundae,Sundae,Medium,3,30000,Bayu Pratama,Store Supervisor
TRX-20240501-01430,2024-05-01,Pramice Central Mall,Jakarta Pusat,Siti Rahma 32,Male,Member,Double Choco Fudge,Scoop,Large,1,25000,Rian Hidayat,Cashier
TRX-20240501-01431,2024-05-01,Pramice Central Mall,Jakarta Pusat,Budi Santoso 93,Female,Student,Vanilla Velvet Cone,Cone,Regular,1,15000,Rian Hidayat,Cashier
TRX-20240501-01432,2024-05-01,Pramice Braga Street,Bandung,Siti Rahma 86,Male,Regular,Cookies & Cream Cone,Cone,Large,2,20000,Bayu Pratama,Store Supervisor
TRX-20240501-01433,2024-05-01,Pramice Central Mall,Jakarta Pusat,Siti Rahma 92,Male,Member,Double Choco Fudge,Scoop,Large,2,25000,Rian Hidayat,Cashier
TRX-20240501-01434,2024-05-01,Pramice Central Mall,Jakarta Pusat,Fajar Nugroho 81,Male,Member,Matcha Green Tea Scoop,Scoop,Regular,3,22000,Bayu Pratama,Store Supervisor
TRX-20240501-01435,2024-05-01,Pramice South Hills  ,Jakarta Selatan,Maya Sari 94,Male,Member,Matcha Green Tea Scoop,Scoop,Regular,1,22000,Bayu Pratama,Store Supervisor
TRX-20240501-01436,2024-05-01,Pramice South Hills,Jakarta Selatan,Maya Sari 70,Male,Student,Strawberry Breeze Sundae,Sundae,Medium,1,30000,Siska Dewi,Cashier
TRX-20240501-01437,2024-05-01,Pramice Sunset Road,Badung,Maya Sari 51,Female,Student,Double Choco Fudge,Scoop,Large,1,25000,Siska Dewi,Cashier
TRX-20240501-01438,2024-05-01,Pramice Sunset Road,Badung,Budi Santoso 68,Female,Member,Strawberry Breeze Sundae,Sundae,Medium,2,30000,Siska Dewi,Cashier
TRX-20240501-01439,2024-05-01,Pramice Sunset Road,Badung,Eko Prasetyo 80,Male,Student,Cookies & Cream Cone,Cone ,Large,2,20000,Rian Hidayat,Cashier
TRX-20240502-01440,2024-05-02,Pramice Sunset Road,Badung,Maya Sari 90,Male,Student,Mango Tango Milkshake,Milkshake,Large,1,35000,Bayu Pratama,Store Supervisor
TRX-20240502-01441,2024-05-02,Pramice Braga Street,Bandung,Anisa Putri 39,Female,Student,Strawberry Breeze Sundae,Sundae,Medium,4,30000,Nadia Fitri,Barista
TRX-20240502-01442,2024-05-02,Pramice Central Mall,Jakarta Pusat,Anisa Putri 53,Female,Member,Cookies & Cream Cone,Cone,Large,3,20000,Bayu Pratama,Store Supervisor
TRX-20240502-01443,2024-05-02,Pramice Braga Street,Bandung,Ahmad Fauzi 20,Female,Member,Matcha Green Tea Scoop,Scoop,Regular,3,22000,Nadia Fitri,Barista
TRX-20240502-01444,2024-05-02,Pramice Braga Street,Bandung,Rina Melati 52,Male,Member,Cookies & Cream Cone,Cone,Large,2,20000,Siska Dewi,Cashier
TRX-20240502-01445,2024-05-02,Pramice South Hills,Jakarta Selatan,Eko Prasetyo 3,Female,Regular,Double Choco Fudge,Scoop,Large,1,25000,Rian Hidayat,Cashier
TRX-20240502-01446,2024-05-02,Pramice South Hills,Jakarta Selatan,Dewi Lestari 30,Female,Student,Strawberry Breeze Sundae,Sundae,Medium,2,30000,Bayu Pratama,Store Supervisor
TRX-20240502-01447,2024-05-02,Pramice South Hills,Jakarta Selatan,Siti Rahma 46,Male,Member,Matcha Green Tea Scoop,Scoop,Regular,2,22000,Rian Hidayat,Cashier
TRX-20240502-01448,2024-05-02,Pramice Braga Street,Bandung,Budi Santoso 63,Female,Student,Double Choco Fudge,Scoop,Large,1,25000,Nadia Fitri,Barista
TRX-20240503-01449,2024-05-03,Pramice Central Mall,Jakarta Pusat,Joko Widodo 68,Female,Student,Mango Tango Milkshake,Milkshake,Large,1,35000,Siska Dewi,Cashier
TRX-20240503-01450,2024-05-03,Pramice Braga Street,Bandung,Rina Melati 58,Female,Regular,Vanilla Velvet Cone,Cone,Regular,1,15000,Rian Hidayat,Cashier
TRX-20240503-01451,2024-05-03,Pramice Sunset Road,Badung,Fajar Nugroho 36,Female,Student,Cookies & Cream Cone,Cone,Large,2,20000,Nadia Fitri,Barista
TRX-20240503-01452,2024-05-03,Pramice Sunset Road,Badung,Maya Sari 91,Male,Regular,Cookies & Cream Cone,Cone ,Large,1,20000,Siska Dewi,Cashier
TRX-20240503-01453,2024-05-03,Pramice Central Mall,Jakarta Pusat,Rina Melati 80,Male,Student,Matcha Green Tea Scoop,Scoop,Regular,1,22000,Siska Dewi,Cashier
TRX-20240503-01454,2024-05-03,Pramice Sunset Road,Badung,Dewi Lestari 50,Female,Student,Vanilla Velvet Cone,Cone,Regular,1,15000,Nadia Fitri,Barista
TRX-20240503-01455,2024-05-03,Pramice South Hills,Jakarta Selatan,Rina Melati 42,Female,Student,Double Choco Fudge,Scoop,Large,1,25000,Rian Hidayat,Cashier
TRX-20240503-01456,2024-05-03,Pramice Sunset Road,Badung,Dewi Lestari 83,Male,Member,Mango Tango Milkshake,Milkshake,Large,2,35000,Siska Dewi,Cashier
TRX-20240503-01457,2024-05-03,Pramice Sunset Road,Badung,Budi Santoso 55,Female,Member,Double Choco Fudge,Scoop ,Large,1,25000,Nadia Fitri,Barista
TRX-20240503-01458,2024-05-03,Pramice Braga Street,Bandung,Ahmad Fauzi 60,Female,Student,Vanilla Velvet Cone,Cone,Regular,1,15000,Bayu Pratama,Store Supervisor
TRX-20240503-01459,2024-05-03,Pramice Sunset Road,Badung,Joko Widodo 59,Male,Student,Vanilla Velvet Cone,Cone,Regular,2,15000,Bayu Pratama,Store Supervisor
TRX-20240503-01460,2024-05-03,Pramice Sunset Road,Badung,Rina Melati 7,Female,Member,Vanilla Velvet Cone,Cone,Regular,1,15000,Rian Hidayat,Cashier
TRX-20240503-01461,2024-05-03,Pramice Central Mall,Jakarta Pusat,Rina Melati 83,Female,Regular,Cookies & Cream Cone,Cone,Large,1,20000,Nadia Fitri,Barista
TRX-20240503-01462,2024-05-03,Pramice Sunset Road,Badung,Budi Santoso 66,Male,Member,Strawberry Breeze Sundae,Sundae,Medium,1,30000,Rian Hidayat,Cashier
TRX-20240504-01463,2024-05-04,Pramice South Hills,Jakarta Selatan,Rina Melati 46,Male,Member,Vanilla Velvet Cone,Cone,Regular,1,15000,Bayu Pratama,Store Supervisor
TRX-20240504-01464,2024-05-04,Pramice Central Mall,Jakarta Pusat,Eko Prasetyo 83,Male,Student,Mango Tango Milkshake,Milkshake,Large,3,35000,Nadia Fitri,Barista
TRX-20240504-01465,2024-05-04,Pramice Central Mall,Jakarta Pusat,Budi Santoso 31,Male,Regular,Strawberry Breeze Sundae,Sundae,Medium,2,30000,Siska Dewi,Cashier
TRX-20240504-01466,2024-05-04,Pramice Central Mall,Jakarta Pusat,Ahmad Fauzi 20,Female,Member,Double Choco Fudge,Scoop,Large,1,25000,Siska Dewi,Cashier
TRX-20240504-01467,2024-05-04,Pramice Sunset Road  ,Badung,Eko Prasetyo 86,Male,Regular,Matcha Green Tea Scoop,Scoop,Regular,1,22000,Rian Hidayat,Cashier
TRX-20240504-01468,2024-05-04,Pramice Braga Street,Bandung,Siti Rahma 90,Female,Student,Vanilla Velvet Cone,Cone,Regular,3,15000,Bayu Pratama,Store Supervisor
TRX-20240504-01469,2024-05-04,Pramice Central Mall,Jakarta Pusat,Fajar Nugroho 35,Female,Student,Cookies & Cream Cone,Cone,Large,1,20000,Bayu Pratama,Store Supervisor
TRX-20240504-01470,2024-05-04,Pramice Sunset Road,Badung,Joko Widodo 42,Female,Regular,Strawberry Breeze Sundae,Sundae,Medium,2,30000,Siska Dewi,Cashier
TRX-20240504-01471,2024-05-04,Pramice Braga Street,Bandung,Budi Santoso 15,Female,Regular,Double Choco Fudge,Scoop,Large,2,25000,Siska Dewi,Cashier
TRX-20240504-01472,2024-05-04,Pramice Sunset Road,Badung,Joko Widodo 76,Female,Member,Cookies & Cream Cone,Cone,Large,1,20000,Siska Dewi,Cashier
TRX-20240505-01473,2024-05-05,Pramice South Hills,Jakarta Selatan,Budi Santoso 40,Male,Regular,Mango Tango Milkshake,Milkshake,Large,3,35000,Rian Hidayat,Cashier
TRX-20240505-01474,2024-05-05,Pramice Braga Street,Bandung,Eko Prasetyo 59,Male,Member,Cookies & Cream Cone,Cone,Large,1,20000,Bayu Pratama,Store Supervisor
TRX-20240505-01475,2024-05-05,Pramice South Hills,Jakarta Selatan,Budi Santoso 1,Male,Regular,Vanilla Velvet Cone,Cone,Regular,3,15000,Rian Hidayat,Cashier
TRX-20240505-01476,2024-05-05,Pramice Braga Street,Bandung,Budi Santoso 13,Female,Regular,Cookies & Cream Cone,Cone,Large,2,20000,Siska Dewi,Cashier
TRX-20240505-01477,2024-05-05,Pramice Sunset Road,Badung,Budi Santoso 54,Female,Regular,Vanilla Velvet Cone,Cone,Regular,3,15000,Bayu Pratama,Store Supervisor
TRX-20240505-01478,2024-05-05,Pramice South Hills,Jakarta Selatan,Ahmad Fauzi 61,Male,Regular,Vanilla Velvet Cone,Cone,Regular,1,15000,Rian Hidayat,Cashier
TRX-20240505-01479,2024-05-05,Pramice Sunset Road,Badung,Maya Sari 90,Female,Regular,Strawberry Breeze Sundae,Sundae,Medium,2,30000,Rian Hidayat,Cashier
TRX-20240505-01480,2024-05-05,Pramice Braga Street  ,Bandung,Eko Prasetyo 64,Female,Member,Vanilla Velvet Cone,Cone,Regular,1,15000,Rian Hidayat,Cashier
TRX-20240505-01481,2024-05-05,Pramice Central Mall,Jakarta Pusat,Anisa Putri 93,Male,Member,Strawberry Breeze Sundae,Sundae,Medium,1,30000,Bayu Pratama,Store Supervisor
TRX-20240505-01482,2024-05-05,Pramice South Hills,Jakarta Selatan,Budi Santoso 1,Female,Student,Cookies & Cream Cone,Cone,Large,4,20000,Nadia Fitri,Barista
TRX-20240505-01483,2024-05-05,Pramice Central Mall,Jakarta Pusat,Maya Sari 12,Female,Member,Strawberry Breeze Sundae,Sundae,Medium,3,30000,Bayu Pratama,Store Supervisor
TRX-20240505-01484,2024-05-05,Pramice Sunset Road,Badung,Rina Melati 42,Female,Regular,Cookies & Cream Cone,Cone,Large,2,20000,Siska Dewi,Cashier
TRX-20240506-01485,2024-05-06,Pramice South Hills,Jakarta Selatan,Fajar Nugroho 87,Female,Member,Cookies & Cream Cone,Cone,Large,4,20000,Nadia Fitri,Barista
TRX-20240506-01486,2024-05-06,Pramice South Hills,Jakarta Selatan,Anisa Putri 83,Female,Student,Strawberry Breeze Sundae,Sundae,Medium,3,30000,Bayu Pratama,Store Supervisor
TRX-20240506-01487,2024-05-06,Pramice South Hills,Jakarta Selatan,Ahmad Fauzi 70,Male,Regular,Mango Tango Milkshake,Milkshake,Large,3,35000,Bayu Pratama,Store Supervisor
TRX-20240506-01488,2024-05-06,Pramice Central Mall,Jakarta Pusat,Siti Rahma 67,Male,Member,Mango Tango Milkshake,Milkshake,Large,3,35000,Rian Hidayat,Cashier
TRX-20240506-01489,2024-05-06,Pramice South Hills,Jakarta Selatan,Siti Rahma 63,Female,Student,Cookies & Cream Cone,Cone,Large,3,20000,Bayu Pratama,Store Supervisor
TRX-20240506-01490,2024-05-06,Pramice Braga Street,Bandung,Eko Prasetyo 96,Male,Regular,Double Choco Fudge,Scoop,Large,2,25000,Bayu Pratama,Store Supervisor
TRX-20240506-01491,2024-05-06,Pramice South Hills,Jakarta Selatan,Siti Rahma 65,Female,Regular,Cookies & Cream Cone,Cone,Large,3,20000,Rian Hidayat,Cashier
TRX-20240506-01492,2024-05-06,Pramice Braga Street,Bandung,Siti Rahma 70,Male,Regular,Strawberry Breeze Sundae,Sundae,Medium,1,30000,Siska Dewi,Cashier
TRX-20240506-01493,2024-05-06,Pramice Central Mall  ,Jakarta Pusat,Siti Rahma 58,Female,Member,Vanilla Velvet Cone,Cone,Regular,2,15000,Bayu Pratama,Store Supervisor
TRX-20240506-01494,2024-05-06,Pramice Sunset Road,Badung,Joko Widodo 27,Female,Student,Matcha Green Tea Scoop,Scoop,Regular,2,22000,Bayu Pratama,Store Supervisor
TRX-20240506-01495,2024-05-06,Pramice Central Mall,Jakarta Pusat,Anisa Putri 5,Female,Member,Cookies & Cream Cone,Cone,Large,1,20000,Nadia Fitri,Barista
TRX-20240506-01496,2024-05-06,Pramice Braga Street  ,Bandung,Maya Sari 55,Female,Student,Mango Tango Milkshake,Milkshake,Large,1,35000,Rian Hidayat,Cashier
TRX-20240507-01497,2024-05-07,Pramice Central Mall,Jakarta Pusat,Siti Rahma 70,Male,Regular,Matcha Green Tea Scoop,Scoop,Regular,2,22000,Bayu Pratama,Store Supervisor
TRX-20240507-01498,2024-05-07,Pramice Braga Street,Bandung,Maya Sari 31,Female,Regular,Matcha Green Tea Scoop,Scoop,Regular,1,22000,Bayu Pratama,Store Supervisor
TRX-20240507-01499,2024-05-07,Pramice Braga Street,Bandung,Budi Santoso 13,Male,Student,Double Choco Fudge,Scoop,Large,3,25000,Nadia Fitri,Barista
TRX-20240507-01500,2024-05-07,Pramice Braga Street  ,Bandung,Joko Widodo 60,Female,Student,Vanilla Velvet Cone,Cone,Regular,2,15000,Siska Dewi,Cashier
TRX-20240507-01501,2024-05-07,Pramice Braga Street,Bandung,Ahmad Fauzi 38,Male,Member,Double Choco Fudge,Scoop,Large,2,25000,Nadia Fitri,Barista
TRX-20240507-01502,2024-05-07,Pramice Central Mall,Jakarta Pusat,Dewi Lestari 63,Male,Member,Double Choco Fudge,Scoop,Large,2,25000,Nadia Fitri,Barista
TRX-20240507-01503,2024-05-07,Pramice Braga Street,Bandung,Dewi Lestari 24,Female,Student,Vanilla Velvet Cone,Cone,Regular,2,15000,Bayu Pratama,Store Supervisor
TRX-20240507-01504,2024-05-07,Pramice Central Mall,Jakarta Pusat,Ahmad Fauzi 18,Male,Member,Vanilla Velvet Cone,Cone,Regular,1,15000,Siska Dewi,Cashier
TRX-20240507-01505,2024-05-07,Pramice Sunset Road,Badung,Anisa Putri 54,Male,Member,Cookies & Cream Cone,Cone,Large,1,20000,Rian Hidayat,Cashier
TRX-20240507-01506,2024-05-07,Pramice Central Mall,Jakarta Pusat,Eko Prasetyo 61,Male,Regular,Strawberry Breeze Sundae,Sundae,Medium,1,30000,Bayu Pratama,Store Supervisor
TRX-20240507-01507,2024-05-07,Pramice South Hills,Jakarta Selatan,Joko Widodo 72,Female,Regular,Matcha Green Tea Scoop,Scoop,Regular,4,22000,Bayu Pratama,Store Supervisor
TRX-20240507-01508,2024-05-07,Pramice Central Mall,Jakarta Pusat,Dewi Lestari 30,Male,Member,Mango Tango Milkshake,Milkshake ,Large,1,35000,Rian Hidayat,Cashier
TRX-20240507-01509,2024-05-07,Pramice Central Mall,Jakarta Pusat,Fajar Nugroho 15,Female,Student,Mango Tango Milkshake,Milkshake,Large,2,35000,Rian Hidayat,Cashier
TRX-20240507-01510,2024-05-07,Pramice Sunset Road,Badung,Dewi Lestari 28,Female,Member,Double Choco Fudge,Scoop,Large,1,25000,Nadia Fitri,Barista
TRX-20240507-01511,2024-05-07,Pramice Central Mall,Jakarta Pusat,Ahmad Fauzi 66,Male,Member,Double Choco Fudge,Scoop,Large,2,25000,Siska Dewi,Cashier
TRX-20240508-01512,2024-05-08,Pramice Braga Street  ,Bandung,Joko Widodo 29,Female,Regular,Cookies & Cream Cone,Cone,Large,2,20000,Bayu Pratama,Store Supervisor
TRX-20240508-01513,2024-05-08,Pramice Braga Street,Bandung,Rina Melati 86,Female,Member,Vanilla Velvet Cone,Cone,Regular,2,15000,Siska Dewi,Cashier
TRX-20240508-01514,2024-05-08,Pramice South Hills,Jakarta Selatan,Ahmad Fauzi 83,Male,Student,Matcha Green Tea Scoop,Scoop,Regular,2,22000,Nadia Fitri,Barista
TRX-20240508-01515,2024-05-08,Pramice Central Mall,Jakarta Pusat,Siti Rahma 72,Male,Student,Matcha Green Tea Scoop,Scoop,Regular,1,22000,Rian Hidayat,Cashier
TRX-20240508-01516,2024-05-08,Pramice Sunset Road,Badung,Anisa Putri 40,Female,Member,Strawberry Breeze Sundae,Sundae,Medium,2,30000,Bayu Pratama,Store Supervisor
